	Unnamed: 0	id	name	light	number	address	activate	no_available	total_bases	dock_bikes	free_bases	reservations_count	geometry.type	geometry.coordinates	Longitud	Latitud
135	135	150	133 - Raimundo Fernández	0	133	Calle Raimundo Fernández Villaverde nº 33	1	0	24	1	22	0	Point	[-3.7001669, 40.447125]	-3.72937	40.45109
136	136	153	134 - Agustín de Betancourt	0	134	Calle María de Guzmán nº 58	1	0	24	1	21	0	Point	[-3.6956047, 40.4440297]	-3.72937	40.45109
137	137	158	135 - Plaza de San Juan de la Cruz	0	135	Plaza de San Juan de la Cruz nº 11	1	0	24	1	22	0	Point	[-3.6927821, 40.4415974]	-3.72937	40.45109
138	138	151	136 - Castellana 106	2	136	Paseo de la Castellana nº 106	1	0	24	13	11	0	Point	[-3.690861, 40.4453307]	-3.72937	40.45109
139	139	152	137 - Plaza de la República Argentina	0	137	Plaza de la República Argentina nº 6	1	0	24	5	19	0	Point	[-3.6853312, 40.445411]	-3.72937	40.45109
140	140	154	138 - Paseo de la Castellana con Raimundo Fernández	0	138	Paseo de la Castellana esquina calle Raimundo Fernández Villaverde	1	0	24	6	18	0	Point	[-3.6917932, 40.4457414]	-3.72937	40.45109
141	141	159	139 - José Gutiérrez Abascal 	0	139	Calle José Gutiérrez Abascal nº 2	1	0	24	6	18	0	Point	[-3.6907784, 40.4396792]	-3.72937	40.45109
142	142	162	140 - Velázquez 130	0	140	Calle Velázquez nº 130	1	0	27	4	23	0	Point	[-3.6831578, 40.4385127]	-3.72937	40.45109
143	143	165	141 - Paseo de la Castellana - Glorieta de Emilio Castelar	2	141	Paseo de la Castellana nº 43	1	0	12	5	7	0	Point	[-3.6892368, 40.4355143]	-3.72937	40.45109
144	144	167	142 - Castellana 42	0	142	Paseo de la Castellana nº 42	1	0	24	5	18	0	Point	[-3.6879154, 40.4334087]	-3.72937	40.45109
145	145	166	143 - Diego de León 52	2	143	Calle Diego de León nº 52	1	0	24	16	8	0	Point	[-3.678492, 40.4345973]	-3.72937	40.45109
146	146	170	144 - Juan Bravo 50	0	144	Calle Juan Bravo nº 50	1	0	24	6	14	0	Point	[-3.6758555, 40.4323655]	-3.72937	40.45109
147	147	171	145 - Ortega y Gasset 87	0	145	Calle Ortega y Gasset nº 87	1	0	24	1	21	0	Point	[-3.6712823, 40.429887]	-3.72937	40.45109
148	148	155	146 - María Francisca 1	0	146	Calle María Francisca nº 1	1	0	18	3	14	0	Point	[-3.6787169, 40.4442258]	-3.72937	40.45109
149	149	148	147 - Doctor Arce 45	0	147	Avenida del Doctor Arce nº 45	1	0	24	1	21	0	Point	[-3.6797296, 40.4483269]	-3.72937	40.45109
150	150	144	148 - Serrano 210	0	148	Calle Serrano nº 210	1	0	24	6	18	0	Point	[-3.6817962, 40.4510188]	-3.72937	40.45109
151	151	146	149 - Paseo de la Habana 42	0	149	Paseo de la Habana nº 42	1	0	24	5	19	0	Point	[-3.6881689, 40.4498613]	-3.72937	40.45109
152	152	147	150 - Castellana frente a Hermanos Pinzón	3	150	Paseo de la Castellana nº 122	1	1	24	0	0	0	Point	[-3.6905604, 40.4488924]	-3.72937	40.45109
153	153	145	151 - Orense 12	0	151	Calle Orense nº 12	1	0	24	1	20	0	Point	[-3.6952943, 40.4489101]	-3.72937	40.45109
154	154	142	152 - General Perón 1	3	152	Avenida del General Perón frente al nº 4	1	1	24	0	0	0	Point	[-3.6990077, 40.4527164]	-3.72937	40.45109
155	155	143	153 - General Perón con Poeta Joan Maragall	3	153	Avenida del General Perón frente al nº 36	1	1	24	0	0	0	Point	[-3.693085, 40.4522454]	-3.72937	40.45109
156	156	141	154 - Orense 36	2	154	Calle Orense nº 36	1	0	24	11	12	1	Point	[-3.6946218, 40.4548456]	-3.72937	40.45109
157	157	139	155 - San Germán 57	0	155	Calle San Germán nº 57	1	0	24	3	19	0	Point	[-3.7009675, 40.4572824]	-3.72937	40.45109
158	158	140	156 - Sor Ángela de la Cruz	0	156	Calle Sor Ángela de la Cruz nº 2	1	0	24	3	20	0	Point	[-3.691533, 40.4592351]	-3.72937	40.45109
159	159	137	157 - Castellana 164	2	157	Paseo de la Castellana nº 164	1	0	24	14	8	0	Point	[-3.6894151, 40.4591366]	-3.72937	40.45109
160	160	138	158 - Alberto Alcocer	2	158	Avenida de Alberto Alcocer nº 22	1	0	24	13	11	0	Point	[-3.684715, 40.4585318]	-3.72937	40.45109
161	161	173	159 - Paseo de la Habana 63	2	159	Paseo de la Habana nº 63	1	0	24	11	11	0	Point	[-3.6835926, 40.4543852]	-3.72937	40.45109
162	162	172	160 - Colombia	0	160	Calle Colombia nº 7	1	0	24	6	18	0	Point	[-3.6763439, 40.4572466]	-3.72937	40.45109
163	163	132	161 - Paseo de la Florida	1	161	Paseo de la Florida nº 8	1	0	27	18	5	2	Point	[-3.7224983, 40.4219665]	-3.72937	40.45109
164	164	133	162 - Metro Pirámides	2	162	Paseo de los Olmos nº 28	1	0	24	9	15	0	Point	[-3.7108108, 40.4034076]	-3.72937	40.45109
165	165	134	163 - Paseo de la Esperanza	1	163	Paseo de la Esperanza nº 2	1	0	21	0	0	0	Point	[-3.7064516, 40.4035988]	-3.72937	40.45109
166	166	136	164 - Paseo de las Delicias	0	164	Paseo de las Delicias nº 92	1	0	24	7	17	0	Point	[-3.6945025, 40.3972616]	-3.72937	40.45109
167	167	135	165 - Entrada Matadero	0	165	Paseo de la Chopera nº 14	1	0	27	1	23	1	Point	[-3.6975708, 40.3928821]	-3.72937	40.45109
168	168	174	166 - Segovia 26	2	166	Calle Segovia nº 26	1	0	24	8	15	0	Point	[-3.7135833, 40.4138333]	-3.72937	40.45109
169	169	175	167 - Segovia 45	1	167	Calle Segovia nº 45	1	0	24	18	2	1	Point	[-3.717487, 40.413736]	-3.72937	40.45109
170	170	176	168 - Batalla del Salado	2	168	Paseo Santa María de la Cabeza nº 29	1	0	24	13	8	0	Point	[-3.6959166, 40.4044722]	-3.72937	40.45109
171	171	177	169 - Pirámides	0	169	Calle Toledo nº 181	1	0	24	5	17	0	Point	[-3.7138055, 40.4016111]	-3.72937	40.45109
172	172	178	170 - Paseo de la Esperanza	2	170	Paseo de la Esperanza nº 21	1	0	24	9	14	0	Point	[-3.7043611, 40.401]	-3.72937	40.45109
173	173	179	171 - Embajadores-Cáceres	0	171	Calle Embajadores nº 101	1	0	24	5	16	0	Point	[-3.6983888, 40.39975]	-3.72937	40.45109
174	174	180	172 - Delicias	3	172	Calle Bustamante nº 1	1	1	24	7	15	0	Point	[-3.6935833, 40.4008888]	-3.72937	40.45109
175	175	181	173 - Puente Praga	2	173	Paseo de la Esperanza nº 59	1	0	24	11	11	0	Point	[-3.7023918, 40.3981798]	-3.72937	40.45109
176	176	182	174 - Madrid Río-Yeserías	1	174	Paseo de Yeserías nº 45	1	0	27	19	4	0	Point	[-3.7065277, 40.3974444]	-3.72937	40.45109
177	177	183	175 - Jaime el Conquistador	2	175	Calle Jaime el Conquistador nº 30	1	0	21	11	6	0	Point	[-3.6983055, 40.3962222]	-3.72937	40.45109
178	178	184	176 - Beata	2	176	Calle Alicante nº 3	1	0	24	12	10	0	Point	[-3.6937222, 40.39425]	-3.72937	40.45109
179	179	185	177 - Legazpi	2	177	Calle Bolívar nº 3	1	0	24	14	9	0	Point	[-3.6941944, 40.3914722]	-3.72937	40.45109
180	180	186	178 - Junta Municipal Retiro	2	178	Calle León Gil de Palacio nº 3	1	0	24	7	14	0	Point	[-3.6788343, 40.4029202]	-3.72937	40.45109
181	181	187	179 - Puente de Vallecas	2	179	Avenida de la Albufera nº 6	1	0	24	13	9	0	Point	[-3.66925, 40.3979722]	-3.72937	40.45109
182	182	188	180 - Méndez Álvaro	2	180	Calle Retama nº 5	1	0	24	13	8	1	Point	[-3.6758888, 40.3941388]	-3.72937	40.45109
183	183	189	181 - Retiro-Ibiza	2	181	Calle Ibiza nº 18	1	0	27	10	14	1	Point	[-3.6766111, 40.41825]	-3.72937	40.45109
184	184	190	182 - Parque Roma	0	182	Calle Alcalde Sáinz de Baranda frente al nº 107	1	0	24	2	21	0	Point	[-3.6657777, 40.4186666]	-3.72937	40.45109
185	185	191	183 - Doctor Esquerdo-Hermosilla	2	183	Calle Hermosilla nº 135	1	0	24	12	11	0	Point	[-3.669339, 40.425635]	-3.72937	40.45109
186	186	192	184 - Marqués de Zafra	0	184	Paseo Marqués de Zafra nº 24	1	0	24	1	22	0	Point	[-3.6653055, 40.426]	-3.72937	40.45109
187	187	193	185 - Quinta Fuente del Berro	2	185	Calle Sancho Dávila esquina Paseo Marqués de Zafra	1	0	24	13	11	0	Point	[-3.6615277, 40.4250833]	-3.72937	40.45109
188	188	194	186 - General Pardiñas	0	186	Calle General Pardiñas nº 56	1	0	24	6	17	0	Point	[-3.6782777, 40.4290555]	-3.72937	40.45109
189	189	195	187 - Alcalá-Ventas	0	187	Calle Alejandro González nº 1	1	0	24	4	18	0	Point	[-3.6638888, 40.4301666]	-3.72937	40.45109
190	190	196	188 - Puente de Ventas	2	188	Avenida de Daroca nº 2	1	0	27	16	7	1	Point	[-3.6590555, 40.4311944]	-3.72937	40.45109
191	191	197	189 - Avenida Donostiarra	1	189	Calle Virgen de la Alegría nº 18	1	0	24	16	5	0	Point	[-3.6554918, 40.4351256]	-3.72937	40.45109
192	192	198	190 - Velázquez-Diego de León	0	190	Calle Velázquez nº 91	1	0	24	3	20	0	Point	[-3.6835833, 40.4343333]	-3.72937	40.45109
193	193	199	191 - Diego de león	2	191	Calle Alonso Heredia nº 1	1	0	18	5	11	1	Point	[-3.674, 40.4346388]	-3.72937	40.45109
194	194	200	192 - Avenida de los Toreros	0	192	Avenida de los Toreros nº 3	1	0	27	4	22	0	Point	[-3.6714166, 40.4318611]	-3.72937	40.45109
195	195	201	193 - Ventas	2	193	Avenida de los Toreros nº 49	1	0	27	9	18	0	Point	[-3.6655555, 40.4324722]	-3.72937	40.45109
196	196	202	194 - Avenida de América 2	0	194	Calle Francisco Silvela nº 86	1	0	24	3	21	0	Point	[-3.6772222, 40.43725]	-3.72937	40.45109
197	197	203	195 - Avenida de América 1	0	195	Calle Padre Indalecio Hernández nº 1	1	0	24	2	21	1	Point	[-3.6754444, 40.4392222]	-3.72937	40.45109
198	198	204	196 - Prosperidad	2	196	Calle Suero de Quiñones nº 2	1	0	24	8	14	0	Point	[-3.6751388, 40.4441388]	-3.72937	40.45109
199	199	205	197 - Parque Berlín	0	197	Avenida de Concha Espina nº 34	1	0	24	5	18	0	Point	[-3.6780555, 40.4515833]	-3.72937	40.45109
200	200	206	198 - Rubén Darío	0	198	Glorieta Rubén Darío 2	1	0	24	7	16	1	Point	[-3.6915555, 40.4331111]	-3.72937	40.45109
201	201	207	199 - Fernando el Católico	2	199	Calle Fernando el Católico nº 61	1	0	27	15	10	0	Point	[-3.7149166, 40.4343611]	-3.72937	40.45109
202	202	208	200 - Quevedo	2	200	Glorieta de Quevedo nº 5	1	0	24	14	7	0	Point	[-3.7046666, 40.4336944]	-3.72937	40.45109
203	203	209	201 - Canal	2	201	Calle José Abascal frente al nº 2	1	0	24	8	15	0	Point	[-3.7038333, 40.4386944]	-3.72937	40.45109
204	204	210	202 - Parque Santander	0	202	Calle Santander esquina con Avenida de Filipinas	1	0	24	3	19	0	Point	[-3.7080833, 40.4411388]	-3.72937	40.45109
205	205	211	203 - San Francisco de Sales	2	203	Calle General Ampudia nº 2	1	0	24	8	16	0	Point	[-3.7144722, 40.44175]	-3.72937	40.45109
206	206	212	204 - Cuatro Caminos 2	0	204	Calle Doctor Santero nº 1	1	0	24	1	22	0	Point	[-3.7041666, 40.4476666]	-3.72937	40.45109
207	207	213	205 - Estrecho	0	205	Calle Navarra nº 1	1	0	24	0	21	0	Point	[-3.7032777, 40.4535]	-3.72937	40.45109
208	208	214	206 - Metro Tetuán	0	206	Calle Marqués de Viana nº 3	1	0	24	5	19	0	Point	[-3.6989925, 40.4607502]	-3.72937	40.45109
209	209	215	207 - Remonta	2	207	Calle Azucenas nº 1	1	0	18	12	6	0	Point	[-3.6973333, 40.4630277]	-3.72937	40.45109
210	210	216	208 - Plaza de Castilla	0	208	Paseo de la Castellana nº 216	1	0	24	4	19	0	Point	[-3.6886388, 40.4663611]	-3.72937	40.45109
211	211	217	209 - Plaza de Castilla 2	2	209	Paseo Castellana (Fundación Canal)	1	0	24	9	13	0	Point	[-3.6887722, 40.4656779]	-3.72937	40.45109
212	212	218	210 - Tres Cruces	3	210	Calle Tres Cruces nº 7	1	1	27	0	0	0	Point	[-3.7026735, 40.419674]	-3.72937	40.45109
213	213	219	211 - Desengaño	1	211	Calle Desengaño nº 1	1	0	24	23	0	0	Point	[-3.70239, 40.42059]	-3.72937	40.45109
214	214	220	212 - Marqués de Vadillo	0	212	Glorieta Marqués de Vadillo nº 9	1	0	24	2	19	0	Point	[-3.716591, 40.398247]	-3.72937	40.45109
215	215	221	213 - Glorieta de Cádiz	1	213	Calle Antonio López nº 129	1	0	24	18	5	0	Point	[-3.70017, 40.38895]	-3.72937	40.45109
216	216	222	214 - Condesa de Venadito	2	214	Calle Condesa de Venadito nº 2	1	0	24	10	12	1	Point	[-3.65741, 40.44315]	-3.72937	40.45109
217	217	223	215 - Gutierre de Cetina	0	215	Calle Gutierre de Cetina nº 77	1	0	24	6	18	0	Point	[-3.640994, 40.429706]	-3.72937	40.45109
218	218	224	216 - Puerta del Ángel	2	216	Plaza Puerta del Ángel nº 4	1	0	24	14	7	0	Point	[-3.728318, 40.413764]	-3.72937	40.45109
219	219	225	217 - Pedro Rico	0	217	Calle Pedro Rico nº 4	1	0	24	0	21	0	Point	[-3.688463, 40.481086]	-3.72937	40.45109
220	220	226	218 - Camino Vinateros	2	218	Calle Camino de los Vinateros nº 28	1	0	24	16	8	0	Point	[-3.65779, 40.41053]	-3.72937	40.45109
221	221	227	219 - Marroquina	1	219	Calle Camino de los Vinateros nº 108	1	0	24	16	6	0	Point	[-3.646697, 40.408264]	-3.72937	40.45109
222	222	228	220 - Plaza del Encuentro	1	220	Calle Arroyo de las Pilillas nº 6	1	0	24	16	6	1	Point	[-3.65122, 40.40617]	-3.72937	40.45109
223	223	229	221 - Pavones	1	221	Calle Hacienda de Pavones nº 342	1	0	24	16	6	0	Point	[-3.634587, 40.400368]	-3.72937	40.45109
224	224	230	222 - Antonio López	1	222	Calle Eugenio Caxes frente al nº 12	1	0	24	18	4	0	Point	[-3.7026789, 40.3917871]	-3.72937	40.45109
225	225	231	223 - Ermita Santo	0	223	Paseo de la Ermita del Santo nº 48	1	0	24	5	17	0	Point	[-3.7244893989507686, 40.406837862773465]	-3.72937	40.45109
226	226	232	224 - Caramuel	0	224	Calle Caramuel nº 51	1	0	24	5	17	1	Point	[-3.728533714316331, 40.40913630273305]	-3.72937	40.45109
227	227	233	225 - Doctor Lozano	2	225	Calle Sierra Toledana nº 33	1	0	24	9	15	0	Point	[-3.660188083470652, 40.40248333540473]	-3.72937	40.45109
228	228	234	226 - Sierra Toledana	1	226	Camino de Valderribas nº 94	1	0	24	19	3	0	Point	[-3.6607768678037744, 40.39901531507069]	-3.72937	40.45109
229	229	236	227 - Concordia	1	227	Calle Arroyo del Olivar nº 6	1	0	24	21	0	0	Point	[-3.6659362429356372, 40.39382977920336]	-3.72937	40.45109
230	230	235	228 - San Delfín	1	228	Calle San Delfín nº 9	1	0	24	17	7	0	Point	[-3.7080429728445563, 40.39440607959559]	-3.72937	40.45109
231	231	237	229 - C.D. Concepción	1	229	Calle Jose del Hierro nº 5	1	0	24	19	4	0	Point	[-3.64835857929032, 40.43715089959262]	-3.72937	40.45109
232	232	238	230 - Carlota O’Neill	2	230	Calle Carlota O'Neill nº 32	1	0	24	13	10	0	Point	[-3.648958444298144, 40.44370542379883]	-3.72937	40.45109
233	233	239	231 - Derechos Humanos	0	231	Calle Derechos Humanos nº 12	1	0	24	6	17	0	Point	[-3.6557656204708775, 40.43965673033275]	-3.72937	40.45109
234	234	240	232 - José María Pereda	1	232	Calle José María de Pereda nº 1	1	0	24	19	3	0	Point	[-3.6485306152875148, 40.43272086245887]	-3.72937	40.45109
235	235	241	233 - Marqués de Corbera 12	2	233	Avenida Marqués de Corbera nº 12	1	0	24	15	9	0	Point	[-3.6555552857442697, 40.422962108947424]	-3.72937	40.45109
236	236	242	234 - Marqués de Corbera 52	1	234	Avenida Marqués de Corbera nº 52	1	0	24	18	6	0	Point	[-3.651034981803642, 40.426207143200884]	-3.72937	40.45109
237	237	243	235 - Embajadores 191	2	235	Calle Sodio nº 1B	1	0	24	11	13	0	Point	[-3.6903589643353483, 40.389258643579105]	-3.72937	40.45109
238	238	244	236 - Paseo Imperial	2	236	Paseo Imperial nº 20	1	0	24	12	11	0	Point	[-3.7172213778842007, 40.40765396169372]	-3.72937	40.45109
239	239	245	237 - Pablo Iglesias	0	237	Calle Francisco Balseiro nº 1	1	0	24	1	22	0	Point	[-3.710525, 40.451333]	-3.72937	40.45109
240	240	246	238 - San Germán 5	0	238	Calle San Germán nº 5	1	0	24	3	19	0	Point	[-3.6929376751795306, 40.45619382579544]	-3.72937	40.45109
241	241	247	239 - Francos Rodríguez	0	239	Calle Francos Rodríguez nº 62	1	0	24	3	21	0	Point	[-3.708002730875242, 40.45673408797698]	-3.72937	40.45109
242	242	248	240 - Avenida Brasilia	0	240	Avenida de Brasilia frente al nº 9	1	0	24	6	16	0	Point	[-3.66096, 40.43666]	-3.72937	40.45109
243	243	249	241 - Camilo José Cela	2	241	Avenida de Camilo José Cela nº 23	1	0	24	12	6	0	Point	[-3.66779, 40.4378]	-3.72937	40.45109
244	244	250	242 - Avenida Bruselas	2	242	Avenida Bruselas nº 56	1	0	24	11	12	0	Point	[-3.66301, 40.43865]	-3.72937	40.45109
245	245	251	243 - Cartagena	0	243	Calle Cartagena nº 34	1	0	24	1	23	0	Point	[-3.67012, 40.43503]	-3.72937	40.45109
246	246	252	244 - Hospital Clínico	0	244	Calle Isaac Peral nº 44	1	0	24	4	17	1	Point	[-3.71757, 40.44003]	-3.72937	40.45109
247	247	253	245 - Galileo	2	245	Calle Galileo nº 63	1	0	24	13	11	0	Point	[-3.71019, 40.4364]	-3.72937	40.45109
248	248	254	246 - Santa Engracia 87	2	246	Calle Santa Engracia nº 87	1	0	24	9	10	0	Point	[-3.69928, 40.43604]	-3.72937	40.45109
249	249	270	247 - Zurbano	2	247	Calle Zurbano nº 90	1	0	24	7	15	0	Point	[-3.69281, 40.43837]	-3.72937	40.45109
250	250	256	248 - Torre Cepsa	2	248	Calle Sinesio Delgado nº 2	1	0	24	11	12	0	Point	[-3.68797, 40.47435]	-3.72937	40.45109
251	251	257	249 - Manuel Caldeiro	2	249	Paseo de la Castellana nº 298	1	0	24	11	11	0	Point	[-3.68532, 40.47938]	-3.72937	40.45109
252	252	258	250 - Serrano 113	2	250	Calle Serrano nº 113B	1	0	24	8	14	0	Point	[-3.68609, 40.44106]	-3.72937	40.45109
253	253	259	251 - Corazón de María	0	251	Calle Santa Hortensia nº 31	1	0	24	5	16	0	Point	[-3.66683, 40.44421]	-3.72937	40.45109
254	254	260	252 - Chamartín	3	252	Calle Rodríguez Jaén nº 40	1	1	24	7	13	0	Point	[-3.68391, 40.4716]	-3.72937	40.45109
255	255	261	253 - Doctor Fleming	2	253	Calle Doctor Fleming nº 7	1	0	21	8	11	0	Point	[-3.68844, 40.45546]	-3.72937	40.45109
256	256	262	254 - Pío XII	1	254	Avenida Pío XII nº 3	1	0	24	17	6	0	Point	[-3.67712, 40.46041]	-3.72937	40.45109
257	257	263	255 - López Pozas	0	255	Calle General López Pozas nº 2	1	0	24	5	19	0	Point	[-3.68514, 40.46361]	-3.72937	40.45109
258	258	264	256 - Reina Victoria	2	256	Calle Beatriz de Bobadilla frente al nº 2	1	0	24	7	14	0	Point	[-3.71383, 40.44635]	-3.72937	40.45109
259	259	265	257 - INEF	0	257	Avenida Juan de Herrera frente a la calle Paul Guinard	1	0	24	3	19	0	Point	[-3.72997, 40.43896]	-3.72937	40.45109
260	260	266	258 - Ciudad Universitaria 1	2	258	Avenida de la Complutense (Metro Ciudad Universitaria)	1	0	24	9	14	0	Point	[-3.72699, 40.44375]	-3.72937	40.45109
261	261	267	259 - Ciudad Universitaria 2	2	259	Avenida de la Complutense (Metro Ciudad Universitaria)	1	0	24	12	10	0	Point	[-3.72693, 40.44342]	-3.72937	40.45109
262	262	268	260 - Facultad Biología	2	260	Calle José Antonio Novais frente al nº 12	1	0	24	12	10	0	Point	[-3.7272945, 40.4483322]	-3.72937	40.45109
263	263	269	261 - Facultad Derecho	2	261	Avenida Complutense nº 23	1	0	24	8	16	0	Point	[-3.72937, 40.45109]	-3.72937	40.45109
